,Id,Name,Edad,Precio
70,82009,kevin-volland,28,"28,00 mill. €"
71,191891,arkadiusz-milik,26,"27,00 mill. €"
72,46580,andrej-kramaric,29,"27,00 mill. €"
73,242631,alex-iwobi,24,"25,50 mill. €"
74,242086,patrik-schick,24,"25,00 mill. €"
75,216569,jeremie-boga,23,"25,00 mill. €"
76,197300,federico-bernardeschi,26,"25,00 mill. €"
77,159372,felipe-anderson,27,"25,00 mill. €"
78,157635,yussuf-poulsen,26,"25,00 mill. €"
79,140776,yannick-carrasco,27,"25,00 mill. €"
80,126716,paco-alcacer,27,"25,00 mill. €"
81,77100,lucas-moura,28,"25,00 mill. €"
82,74230,pablo-sarabia,28,"25,00 mill. €"
83,198008,andre-silva,25,"24,00 mill. €"
84,177843,domenico-berardi,26,"24,00 mill. €"
85,122155,willian-jose,28,"24,00 mill. €"
86,341647,cengiz-under,23,"23,00 mill. €"
87,283196,kasper-dolberg,23,"23,00 mill. €"
88,123682,callum-wilson,28,"22,50 mill. €"
89,368482,riccardo-orsolini,23,"22,00 mill. €"
90,291739,milot-rashica,24,"22,00 mill. €"
91,290532,said-benrahma,25,"22,00 mill. €"
92,256977,daniel-podence,25,"22,00 mill. €"
93,217115,neal-maupay,24,"22,00 mill. €"
94,165895,matteo-politano,27,"22,00 mill. €"
95,119228,luis-muriel,29,"22,00 mill. €"
96,51152,aleksandar-mitrovic,26,"22,00 mill. €"
97,327757,krzysztof-piatek,25,"21,50 mill. €"
98,525287,carlos-vinicius,25,"20,00 mill. €"
99,381362,wesley,23,"20,00 mill. €"
100,333241,joelinton,24,"20,00 mill. €"
101,292818,jonathan-bamba,24,"20,00 mill. €"
102,283130,moussa-marega,29,"20,00 mill. €"
103,257448,gelson-martins,25,"20,00 mill. €"
104,246968,ayoze-perez,27,"20,00 mill. €"
105,244275,gabriel-barbosa,24,"20,00 mill. €"
106,238407,alexander-sorloth,24,"20,00 mill. €"
107,180337,sardar-azmoun,25,"20,00 mill. €"
108,134294,danny-ings,28,"20,00 mill. €"
109,111961,suso,26,"20,00 mill. €"
110,75615,douglas-costa,30,"20,00 mill. €"
111,303259,dodi-lukebakio,23,"19,00 mill. €"
112,264372,viktor-tsygankov,23,"19,00 mill. €"
113,411295,raphinha,23,"18,00 mill. €"
114,277033,david-brooks,23,"18,00 mill. €"
115,205562,thomas-lemar,25,"18,00 mill. €"
116,129078,nathan-redmond,26,"18,00 mill. €"
117,111078,emil-forsberg,29,"18,00 mill. €"
118,225122,goncalo-guedes,23,"17,50 mill. €"
119,182381,quincy-promes,28,"17,50 mill. €"
120,256267,vedat-muriqi,26,"17,00 mill. €"
121,448854,emmanuel-dennis,23,"16,00 mill. €"
122,319301,daniel-james,23,"16,00 mill. €"
123,279455,harry-wilson,23,"16,00 mill. €"
124,237662,breel-embolo,23,"16,00 mill. €"
125,196095,luca-waldschmidt,24,"16,00 mill. €"
126,148368,divock-origi,25,"16,00 mill. €"
127,146795,ryan-fraser,26,"16,00 mill. €"
128,111630,erik-lamela,28,"16,00 mill. €"
129,99353,portu,28,"16,00 mill. €"
130,86792,xherdan-shaqiri,29,"16,00 mill. €"
131,420002,jean-philippe-mateta,23,"15,00 mill. €"
132,373170,cristian-pavon,24,"15,00 mill. €"
133,354741,loren-moron,26,"15,00 mill. €"
134,338962,alfredo-morelos,24,"15,00 mill. €"
135,298477,oliver-mcburnie,24,"15,00 mill. €"
136,295330,kelechi-iheanacho,24,"15,00 mill. €"
137,292246,hee-chan-hwang,24,"15,00 mill. €"
138,282388,giovanni-simeone,25,"15,00 mill. €"
139,270541,serhou-guirassy,24,"15,00 mill. €"
140,255653,santi-mina,24,"15,00 mill. €"
141,199258,andrea-petagna,25,"15,00 mill. €"
142,175169,bernard,28,"15,00 mill. €"
143,144028,leandro-trossard,25,"15,00 mill. €"
144,129476,gerard-deulofeu,26,"15,00 mill. €"
145,291422,lys-mousset,24,"14,00 mill. €"
146,270393,robert-skov,24,"14,00 mill. €"
147,162569,josef-martinez,27,"14,00 mill. €"
148,129554,steven-berghuis,28,"14,00 mill. €"
149,54235,iker-muniain,27,"14,00 mill. €"
150,193782,lucas-alario,28,"13,50 mill. €"
151,66515,alex-teixeira,30,"13,50 mill. €"
152,480692,luis-diaz,23,"13,00 mill. €"
153,321247,emiliano-buendia,23,"13,00 mill. €"
154,315110,karl-toko-ekambi,28,"13,00 mill. €"
155,225984,matheus-pereira,24,"13,00 mill. €"
156,195171,samu-castillejo,25,"13,00 mill. €"
157,131996,bertrand-traore,25,"13,00 mill. €"
158,122797,andy-delort,29,"13,00 mill. €"
159,91059,joshua-king,28,"13,00 mill. €"
160,60517,yacine-brahimi,30,"13,00 mill. €"
161,109217,edin-visca,30,"12,50 mill. €"
162,442891,martin-terrier,23,"12,00 mill. €"
163,433049,youssef-en-nesyri,23,"12,00 mill. €"
164,432895,pedro,23,"12,00 mill. €"
165,346779,che-adams,24,"12,00 mill. €"
166,344888,habib-diallo,25,"12,00 mill. €"
167,294853,sebastian-driussi,24,"12,00 mill. €"
168,292417,demarai-gray,24,"12,00 mill. €"
169,261927,ricardo-horta,26,"12,00 mill. €"
170,241391,oussama-idrissi,24,"12,00 mill. €"
171,236045,denis-bouanga,26,"12,00 mill. €"
172,225020,mariano-diaz,27,"12,00 mill. €"
173,211072,paulinho,28,"12,00 mill. €"
174,203412,andreas-cornelius,27,"12,00 mill. €"
175,188911,shoya-nakajima,26,"12,00 mill. €"
176,185245,jhon-cordoba,27,"12,00 mill. €"
177,179184,michy-batshuayi,27,"12,00 mill. €"
178,173900,helder-costa,26,"12,00 mill. €"
179,162038,raul-de-tomas,26,"12,00 mill. €"
180,159337,roberto-inglese,29,"12,00 mill. €"
181,157501,mbaye-niang,25,"12,00 mill. €"
182,127048,cedric-bakambu,29,"12,00 mill. €"
183,114937,dudu,28,"12,00 mill. €"
184,108725,chris-wood,28,"12,00 mill. €"
185,104124,michail-antonio,30,"12,00 mill. €"
186,94529,stephan-el-shaarawy,28,"12,00 mill. €"
187,92693,dario-benedetto,30,"12,00 mill. €"
188,72522,luuk-de-jong,30,"12,00 mill. €"
189,61087,karim-bellarabi,30,"12,00 mill. €"
190,309110,brais-mendez,23,"11,00 mill. €"
191,256358,bruno-petkovic,26,"11,00 mill. €"
192,238752,keita-balde,25,"11,00 mill. €"
193,236202,wanderson,26,"11,00 mill. €"
194,221958,roman-yaremchuk,24,"11,00 mill. €"
195,143891,maximilian-philipp,26,"11,00 mill. €"
196,234781,maxwel-cornet,24,"10,50 mill. €"
197,206542,robin-quaison,27,"10,50 mill. €"
198,406040,ademola-lookman,23,"10,00 mill. €"
199,355861,arnaut-danjuma,23,"10,00 mill. €"
200,338425,alex-berenguer,25,"10,00 mill. €"
201,323831,santos-borre,25,"10,00 mill. €"
202,307058,mehdi-taremi,28,"10,00 mill. €"
203,298976,borja-mayoral,23,"10,00 mill. €"
204,281404,kenedy,24,"10,00 mill. €"
205,258889,dominic-solanke,23,"10,00 mill. €"
206,223725,munir-el-haddadi,25,"10,00 mill. €"
207,221316,lucas-vazquez,29,"10,00 mill. €"
208,216464,carlos-fernandez,24,"10,00 mill. €"
209,211251,darwin-machis,27,"10,00 mill. €"
210,183334,patrick-bamford,27,"10,00 mill. €"
211,181547,goncalo-paciencia,26,"10,00 mill. €"
212,181378,gaetan-laborde,26,"10,00 mill. €"
213,177847,adnan-januzaj,25,"10,00 mill. €"
214,174694,rony-lopes,24,"10,00 mill. €"
215,167721,chimy-avila,26,"10,00 mill. €"
216,165793,takumi-minamino,25,"10,00 mill. €"
217,152963,florian-niederlechner,30,"10,00 mill. €"
218,116598,viktor-claesson,28,"10,00 mill. €"
219,112343,manolo-gabbiadini,28,"10,00 mill. €"
220,109256,haris-seferovic,28,"10,00 mill. €"
221,108354,jordan-ayew,29,"10,00 mill. €"
222,186644,mohamed-elyounoussi,26,"9,50 mill. €"
223,182201,mbwana-samatta,27,"9,50 mill. €"
224,61842,andros-townsend,29,"9,50 mill. €"
225,520662,pepe,23,"9,00 mill. €"
226,386914,sam-lammers,23,"9,00 mill. €"
227,251106,enes-unal,23,"9,00 mill. €"
228,175449,moi-gomez,26,"9,00 mill. €"
229,167342,adrian-grbic,24,"9,00 mill. €"
230,143045,alan-pulido,29,"9,00 mill. €"
231,103381,tiquinho-soares,29,"9,00 mill. €"
232,50201,christian-benteke,29,"9,00 mill. €"
233,45671,cenk-tosun,29,"9,00 mill. €"
234,7161,jonas-hofmann,28,"9,00 mill. €"
235,348263,roger-guedes,24,"8,50 mill. €"
236,626913,boulaye-dia,23,"8,00 mill. €"
237,435485,luiz-araujo,24,"8,00 mill. €"
238,400485,adam-ounas,24,"8,00 mill. €"
239,333802,francois-kamano,24,"8,00 mill. €"
240,314183,karlan-grant,23,"8,00 mill. €"
241,312294,yeferson-soteldo,23,"8,00 mill. €"
242,278359,borja-iglesias,27,"8,00 mill. €"
243,237164,ihlas-bebou,26,"8,00 mill. €"
244,234189,trezeguet,26,"8,00 mill. €"
245,232271,sofiane-boufal,27,"8,00 mill. €"
246,212391,roger-marti,29,"8,00 mill. €"
247,196522,dwight-gayle,30,"8,00 mill. €"
248,186186,bobby-reid,27,"8,00 mill. €"
249,183720,anwar-el-ghazi,25,"8,00 mill. €"
250,183299,callum-robinson,25,"8,00 mill. €"
251,166240,jurgen-locadia,27,"8,00 mill. €"
252,163222,gregoire-defrel,29,"8,00 mill. €"
253,149716,ivan-cavaleiro,27,"8,00 mill. €"
254,145866,munas-dabbur,28,"8,00 mill. €"
255,135057,andre-carrillo,29,"8,00 mill. €"
256,134602,ze-luis,29,"8,00 mill. €"
257,131951,kevin-lasagna,28,"8,00 mill. €"
258,112930,benito-raman,26,"8,00 mill. €"
259,46413,ante-budimir,29,"8,00 mill. €"
260,338889,brian-lozano,26,"7,50 mill. €"
261,262365,antonio-puertas,28,"7,50 mill. €"
262,119150,mislav-orsic,27,"7,50 mill. €"
263,112935,mark-uth,29,"7,50 mill. €"
264,111039,ishak-belfodil,28,"7,50 mill. €"
265,95732,martin-braithwaite,29,"7,50 mill. €"
266,454121,galeno,23,"7,00 mill. €"
267,424051,samuel-kalu,23,"7,00 mill. €"
268,417346,jack-harrison,23,"7,00 mill. €"
269,399543,remi-oudin,23,"7,00 mill. €"
270,342226,irvin-cardona,23,"7,00 mill. €"
271,302371,toni-martinez,23,"7,00 mill. €"
272,298983,javi-ontiveros,23,"7,00 mill. €"
273,288318,adrian-embarba,28,"7,00 mill. €"
274,283994,ludovic-ajorque,26,"7,00 mill. €"
275,274862,moses-simon,25,"7,00 mill. €"
276,272855,paul-onuachu,26,"7,00 mill. €"
277,250426,adam-armstrong,23,"7,00 mill. €"
278,225055,jean-pierre-nsame,27,"7,00 mill. €"
279,223029,fabio-martins,27,"7,00 mill. €"
280,214316,luciano-vietto,26,"7,00 mill. €"
281,188180,benjamin-verbic,26,"7,00 mill. €"
282,147573,sebastian-andersson,29,"7,00 mill. €"
283,140436,lei-wu,28,"7,00 mill. €"
284,139396,bruma,26,"7,00 mill. €"
285,79501,daniel-ginczek,29,"7,00 mill. €"
286,209992,baghdad-bounedjah,28,"6,80 mill. €"
287,384060,tino-kadewere,24,"6,50 mill. €"
288,358166,eldor-shomurodov,25,"6,50 mill. €"
289,313106,luan,27,"6,50 mill. €"
290,308552,jordan-larsson,23,"6,50 mill. €"
291,287167,joe-lolley,28,"6,50 mill. €"
292,268112,gyrano-kerk,24,"6,50 mill. €"
293,240578,luiz-phellype,27,"6,50 mill. €"
294,238639,steve-mounie,26,"6,50 mill. €"
295,234523,antonio-sanabria,24,"6,50 mill. €"
296,207015,vincent-janssen,26,"6,50 mill. €"
297,198358,jed-wallace,26,"6,50 mill. €"
298,193900,marius-wolf,25,"6,50 mill. €"
299,185077,vincenzo-grifo,27,"6,50 mill. €"
300,147094,jose-izquierdo,28,"6,50 mill. €"
301,146752,gianluca-caprari,27,"6,50 mill. €"
302,135082,rogelio-funes-mori,29,"6,50 mill. €"
303,96828,simone-zaza,29,"6,50 mill. €"
304,89231,johann-berg-gudmundsson,30,"6,50 mill. €"
305,84535,eduardo-salvio,30,"6,50 mill. €"
306,46972,teemu-pukki,30,"6,50 mill. €"
307,32711,patrick-herrmann,29,"6,50 mill. €"
308,235052,abderazak-hamdallah,29,"6,20 mill. €"
309,527350,manu-vallejo,23,"6,00 mill. €"
310,464259,aleksandr-sobolev,23,"6,00 mill. €"
311,380415,henry-onyekuru,23,"6,00 mill. €"
312,353399,romain-del-castillo,24,"6,00 mill. €"
313,280795,jonathan-rodriguez,27,"6,00 mill. €"
314,264956,jean-kevin-augustin,23,"6,00 mill. €"
315,263183,roger-assale,27,"6,00 mill. €"
316,247652,shon-weissman,24,"6,00 mill. €"
317,170953,stephane-bahoken,28,"6,00 mill. €"
318,168337,ahmed-musa,28,"6,00 mill. €"
319,129724,raul-ruidiaz,30,"6,00 mill. €"
320,110858,benik-afobe,27,"6,00 mill. €"
321,103565,wahbi-khazri,29,"6,00 mill. €"
322,89086,aleksandr-kokorin,29,"6,00 mill. €"
323,82048,nicola-sansone,29,"6,00 mill. €"
324,66058,admir-mehmedi,29,"6,00 mill. €"
325,59340,iago-falque,30,"6,00 mill. €"
326,50355,fedor-smolov,30,"6,00 mill. €"
327,493000,sebastian-villa,24,"5,50 mill. €"
328,341317,oliver-burke,23,"5,50 mill. €"
329,245078,nemanja-radonjic,24,"5,50 mill. €"
330,209649,alexandru-mitrita,25,"5,50 mill. €"
331,208848,emre-kilinc,26,"5,50 mill. €"
332,203507,adrien-hunou,26,"5,50 mill. €"
333,202278,flavien-tait,27,"5,50 mill. €"
334,199953,caleb-ekuban,26,"5,50 mill. €"
335,179860,andraz-sporar,26,"5,50 mill. €"
336,157160,frank-acheampong,27,"5,50 mill. €"
337,122116,nicolas-de-preville,29,"5,50 mill. €"
338,118287,rachid-ghezzal,28,"5,50 mill. €"
339,77274,matt-phillips,29,"5,50 mill. €"
340,67063,danny-welbeck,29,"5,50 mill. €"
341,57162,sofiane-feghouli,30,"5,50 mill. €"
342,353108,bruno-henrique,29,"5,20 mill. €"
343,193925,romarinho,29,"5,20 mill. €"
344,106076,ricardo-goulart,29,"5,20 mill. €"
345,388165,yoane-wissa,24,"5,00 mill. €"
346,361254,rafa-mir,23,"5,00 mill. €"
347,337715,umar-sadiq,23,"5,00 mill. €"
348,300538,nikolay-komlichenko,25,"5,00 mill. €"
349,296783,ezequiel-ponce,23,"5,00 mill. €"
350,291110,enzo-crivelli,25,"5,00 mill. €"
351,284727,jonathan-calleri,27,"5,00 mill. €"
352,260806,isaac-mbenza,24,"5,00 mill. €"
353,256429,sergi-guardiola,29,"5,00 mill. €"
354,241527,federico-bonazzoli,23,"5,00 mill. €"
355,228761,jony,29,"5,00 mill. €"
356,222876,arber-zeneli,25,"5,00 mill. €"
357,213268,alireza-jahanbakhsh,27,"5,00 mill. €"
358,205940,marko-pjaca,25,"5,00 mill. €"
359,197170,djaniny,29,"5,00 mill. €"
360,186172,britt-assombalonga,27,"5,00 mill. €"
361,184491,naim-sliti,28,"5,00 mill. €"
362,178459,davie-selke,25,"5,00 mill. €"
363,149237,anthony-knockaert,28,"5,00 mill. €"
364,147487,vincent-aboubakar,28,"5,00 mill. €"
365,141834,cristian-tello,29,"5,00 mill. €"
366,130394,gianluca-lapadula,30,"5,00 mill. €"
367,120565,andre-gray,29,"5,00 mill. €"
368,96167,amin-younes,27,"5,00 mill. €"
369,81999,joselu,30,"5,00 mill. €"
370,70689,filippo-falco,28,"5,00 mill. €"
371,49693,andreas-weimann,29,"5,00 mill. €"
372,334042,orbelin-pineda,24,"4,80 mill. €"
373,333921,nicolas-fernandez,24,"4,80 mill. €"
374,267676,brian-fernandez,26,"4,80 mill. €"
375,252641,pione-sisto,25,"4,80 mill. €"
376,229970,tom-lawrence,26,"4,80 mill. €"
377,208690,george-puscas,24,"4,80 mill. €"
378,195906,albian-ajeti,23,"4,80 mill. €"
379,145602,nicolas-castillo,27,"4,80 mill. €"
380,448344,oscar-melendo,23,"4,50 mill. €"
381,413605,david-okereke,23,"4,50 mill. €"
382,251664,ivan-toney,24,"4,50 mill. €"
383,221038,lucas-cavallini,27,"4,50 mill. €"
384,215649,mirko-maric,25,"4,50 mill. €"
385,213605,vitinho,27,"4,50 mill. €"
386,194638,renato-steffen,29,"4,50 mill. €"
387,189418,martin-benitez,26,"4,50 mill. €"
388,178469,michael-krmencik,27,"4,50 mill. €"
389,162883,eduardo-sasha,28,"4,50 mill. €"
390,159883,ernesto-torregrossa,28,"4,50 mill. €"
391,141350,kemar-roofe,27,"4,50 mill. €"
392,120205,michael-gregoritsch,26,"4,50 mill. €"
393,95438,marko-livaja,27,"4,50 mill. €"
394,71608,gustavo-bou,30,"4,50 mill. €"
395,520392,michael,24,"4,00 mill. €"
396,453594,adama-diakhaby,24,"4,00 mill. €"
397,438202,tabata,23,"4,00 mill. €"
398,422699,agustin-bouzat,26,"4,00 mill. €"
399,376211,matias-vargas,23,"4,00 mill. €"
400,371009,rony,25,"4,00 mill. €"
401,355998,uriel-antuna,23,"4,00 mill. €"
402,348791,junya-ito,27,"4,00 mill. €"
403,343463,cyle-larin,25,"4,00 mill. €"
404,340151,andrea-favilli,23,"4,00 mill. €"
405,330126,karol-swiderski,23,"4,00 mill. €"
406,325614,mauro-manotas,25,"4,00 mill. €"
407,317806,cyriel-dessers,25,"4,00 mill. €"
408,294772,ali-gholizadeh,24,"4,00 mill. €"
409,294401,kristijan-lovric,24,"4,00 mill. €"
410,290391,nuno-santos,25,"4,00 mill. €"
411,283528,ignacio-pussetto,24,"4,00 mill. €"
412,282694,augusto-solari,28,"4,00 mill. €"
413,280701,theo-bongonda,24,"4,00 mill. €"
414,267753,nicolas-ibanez,26,"4,00 mill. €"
415,251845,sergi-canos,23,"4,00 mill. €"
416,248999,lucas-holer,26,"4,00 mill. €"
417,243856,cedric-itten,23,"4,00 mill. €"
418,238448,lucas-janson,26,"4,00 mill. €"
419,237125,famara-diedhiou,27,"4,00 mill. €"
420,229736,alisson,27,"4,00 mill. €"
421,229006,franck-honorat,24,"4,00 mill. €"
422,206843,andrija-zivkovic,24,"4,00 mill. €"
423,205587,opa-nguette,26,"4,00 mill. €"
424,199528,josh-murphy,25,"4,00 mill. €"
425,194998,edison-flores,26,"4,00 mill. €"
426,193130,rachid-alioui,28,"4,00 mill. €"
427,192774,moussa-konate,27,"4,00 mill. €"
428,192409,taxiarchis-fountas,25,"4,00 mill. €"
429,186997,christian-atsu,28,"4,00 mill. €"
430,185593,nicolas-lopez,27,"4,00 mill. €"
431,176927,felipe-mora,27,"4,00 mill. €"
432,173483,nahki-wells,30,"4,00 mill. €"
433,170895,garry-rodrigues,29,"4,00 mill. €"
434,165361,yimmi-chara,29,"4,00 mill. €"
435,160668,antonio-colak,27,"4,00 mill. €"
436,159668,sam-larsson,27,"4,00 mill. €"
437,148396,abdoulay-diaby,29,"4,00 mill. €"
438,140803,anthony-limbombe,26,"4,00 mill. €"
439,132553,kaveh-rezaei,28,"4,00 mill. €"
440,130485,alfredo-donnarumma,29,"4,00 mill. €"
441,125614,sargis-adamyan,27,"4,00 mill. €"
442,124902,khouma-babacar,27,"4,00 mill. €"
443,106270,florian-kainz,28,"4,00 mill. €"
444,102432,santiago-garcia,30,"4,00 mill. €"
445,101500,matej-vydra,28,"4,00 mill. €"
446,98322,denis-cheryshev,29,"4,00 mill. €"
447,96754,fabio-borini,29,"4,00 mill. €"
448,96454,maxime-lestienne,28,"4,00 mill. €"
449,72768,nelson-oliveira,29,"4,00 mill. €"
450,60540,valere-germain,30,"4,00 mill. €"
451,45403,andre-ayew,30,"4,00 mill. €"
452,140952,caio-canedo,30,"3,80 mill. €"
453,311489,landry-dimata,23,"3,70 mill. €"
454,38607,federico-di-francesco,26,"3,70 mill. €"
455,421998,damian-batallini,24,"3,50 mill. €"
456,411709,jesus-angulo,23,"3,50 mill. €"
457,381724,joao-victor,26,"3,50 mill. €"
458,355369,jordan-siebatcheu,24,"3,50 mill. €"
459,353211,vagner,24,"3,50 mill. €"
460,337807,jordan-morris,26,"3,50 mill. €"
461,332798,roland-sallai,23,"3,50 mill. €"
462,325223,mama-balde,25,"3,50 mill. €"
463,291544,jordan-hugill,28,"3,50 mill. €"
464,290593,sada-thioub,25,"3,50 mill. €"
465,289846,ashley-fletcher,25,"3,50 mill. €"
466,287876,antonino-la-gumina,24,"3,50 mill. €"
467,285771,roger-martinez,26,"3,50 mill. €"
468,282544,emiliano-rigoni,27,"3,50 mill. €"
469,282410,jose-carlos-lazo,24,"3,50 mill. €"
470,281319,alberth-elis,24,"3,50 mill. €"
471,279457,ryan-kent,24,"3,50 mill. €"
472,269446,jaroslaw-niezgoda,25,"3,50 mill. €"
473,267383,rifat-zhemaletdinov,24,"3,50 mill. €"
474,267160,adam-buksa,24,"3,50 mill. €"
475,254230,gyasi-zardes,29,"3,50 mill. €"
476,251897,asier-villalibre,23,"3,50 mill. €"
477,248393,peter-olayinka,24,"3,50 mill. €"
478,237846,edmilson-junior,26,"3,50 mill. €"
479,234787,lucas-joao,27,"3,50 mill. €"
480,227404,luis-quinones,29,"3,50 mill. €"
481,221899,leo-baptistao,28,"3,50 mill. €"
482,215679,georges-kevin-nkoudou,25,"3,50 mill. €"
483,208552,siebe-schrijvers,24,"3,50 mill. €"
484,208167,dawid-kownacki,23,"3,50 mill. €"
485,199527,jacob-murphy,25,"3,50 mill. €"
486,197642,chuba-akpom,25,"3,50 mill. €"
487,182577,derlis-gonzalez,26,"3,50 mill. €"
488,168471,renaud-emond,28,"3,50 mill. €"
489,158770,mauro-quiroga,30,"3,50 mill. €"
490,150601,heber,29,"3,50 mill. €"
491,148765,pablo,28,"3,50 mill. €"
492,135213,kenneth-zohore,26,"3,50 mill. €"
493,119557,kenan-karaman,26,"3,50 mill. €"
494,119234,karim-onisiwo,28,"3,50 mill. €"
495,111082,javier-aquino,30,"3,50 mill. €"
496,99180,federico-santander,29,"3,50 mill. €"
497,95755,viktor-fischer,26,"3,50 mill. €"
498,83877,diego-farias,30,"3,50 mill. €"
499,75489,niclas-fullkrug,27,"3,50 mill. €"
