,id,nombre,2015_alineaciones,2015_puntos_por_partido,2015_minutos_jugados,2015_minutos_por_gol,2015_minutos_por_asistencia,2016_alineaciones,2016_puntos_por_partido,2016_minutos_jugados,2016_minutos_por_gol,2016_minutos_por_asistencia,2017_alineaciones,2017_puntos_por_partido,2017_minutos_jugados,2017_minutos_por_gol,2017_minutos_por_asistencia,2018_alineaciones,2018_puntos_por_partido,2018_minutos_jugados,2018_minutos_por_gol,2018_minutos_por_asistencia,2019_alineaciones,2019_puntos_por_partido,2019_minutos_jugados,2019_minutos_por_gol,2019_minutos_por_asistencia
50,266807,angel-correa,36,2.17,1435,179,359,47,1.96,1919,240,174,56,2.04,3259,362,362,49,1.98,2590,518,648,44,1.77,2819,403,352
53,149237,anthony-knockaert,48,1.77,4030,336,269,45,2.0,3813,254,424,37,1.27,2666,889,1333,36,1.03,2384,596,341,46,1.78,3133,783,627
54,140803,anthony-limbombe,34,1.44,2951,422,422,28,1.64,1506,1506,301,39,2.08,3180,530,454,33,1.55,1490,497,745,12,1.58,443,222,222
55,182877,anthony-martial,56,1.68,4663,259,424,42,1.98,2517,315,315,45,2.04,2337,212,260,38,1.5,2327,194,776,48,1.98,3566,155,297
56,125781,antoine-griezmann,54,2.13,4380,137,626,53,2.02,4559,175,380,49,1.94,3872,134,258,48,1.96,4068,194,407,48,2.08,3499,233,875
58,160668,antonio-colak,25,1.4,1063,152,532,24,0.54,1420,203,710,25,1.92,1478,211,211,30,2.03,1681,88,420,40,1.93,3125,120,781
61,183720,anwar-el-ghazi,37,2.03,2483,226,828,37,1.62,2172,272,434,31,0.97,1955,489,489,36,1.72,2628,438,438,40,0.98,2549,425,364
65,289846,ashley-fletcher,31,2.29,1835,204,262,30,1.3,1390,348,695,38,1.08,2164,309,433,32,1.72,1932,138,1932,46,1.09,3438,264,491
68,246968,ayoze-perez,37,0.97,2252,375,1126,41,2.05,2522,210,360,37,1.27,2588,259,647,41,1.2,3004,231,751,40,1.6,2520,315,504
71,112930,benito-raman,30,1.77,1746,291,873,31,1.29,1821,304,1821,30,1.63,1753,175,584,32,1.44,1769,161,354,28,1.18,1778,254,444
72,188180,benjamin-verbic,32,2.19,1963,393,393,40,2.05,2535,423,845,42,1.83,3426,214,428,34,1.97,2893,241,723,37,1.84,2654,190,885
73,175169,bernard,39,2.13,1935,323,215,37,2.51,2409,344,344,29,2.24,2242,224,560,36,1.44,2308,1154,577,30,1.27,1411,470,706
74,241641,bernardo-silva,44,1.5,3192,456,1064,58,2.34,4296,391,358,53,2.51,2795,311,254,51,2.63,4025,310,288,52,2.23,3329,416,333
75,131996,bertrand-traore,18,1.44,693,139,693,39,2.05,3074,236,512,43,2.05,3019,168,431,48,1.75,2717,247,543,35,1.6,1913,478,383
76,186186,bobby-reid,30,1.07,1651,826,550,35,1.11,2084,521,1042,52,1.52,4364,208,546,29,0.83,1586,317,529,47,1.77,3374,562,675
81,237662,breel-embolo,40,2.0,3252,250,361,10,1.3,610,203,305,25,1.72,1101,367,367,28,1.11,1881,314,470,34,1.76,1901,238,238
83,338889,brian-lozano,20,1.6,1095,274,548,26,2.31,1047,262,1047,44,1.55,2977,744,298,42,1.52,3193,798,532,33,1.79,2584,199,258
85,139396,bruma,33,1.06,1538,513,1538,37,1.81,3116,283,346,40,1.48,2466,352,1233,27,1.78,1458,486,486,31,1.65,1768,354,442
88,140952,caio-canedo,23,1.57,2045,227,682,24,2.21,2077,148,519,22,1.82,1865,117,466,30,1.2,2633,188,439,20,1.5,1661,277,1661
89,199953,caleb-ekuban,33,1.15,2150,538,717,42,1.86,3646,203,729,21,1.48,1080,540,1080,36,1.94,2055,257,685,34,2.03,2233,223,203
93,366620,carlos-gonzalez,18,0.67,1115,1115,372,13,1.31,1006,168,1006,36,1.47,2755,250,551,42,1.55,3332,208,416,28,1.36,2396,218,2396
95,127048,cedric-bakambu,51,1.67,3034,138,1011,34,1.65,2024,184,1012,49,1.8,4075,110,582,26,1.81,2238,140,320,20,1.95,1475,105,246
96,243856,cedric-itten,30,1.5,1951,244,976,32,1.59,1759,440,293,38,1.63,1801,225,300,11,1.64,747,68,374,36,1.89,2816,141,402
98,45671,cenk-tosun,43,2.0,1466,86,244,47,1.96,3286,137,822,38,1.58,2738,144,913,29,1.21,1226,307,409,13,1.46,504,252,168
99,346779,che-adams,41,1.51,2876,240,575,43,1.09,2820,403,470,33,1.12,1800,200,900,48,1.27,3854,175,771,36,1.42,1421,284,355
101,108725,chris-wood,37,1.35,2936,226,734,48,1.67,3847,128,962,29,1.66,1999,167,1000,46,1.11,2970,228,990,35,1.37,2606,186,2606
103,50201,christian-benteke,42,1.5,2232,223,372,40,1.18,3279,193,1640,31,1.23,2234,745,372,19,1.37,854,854,854,25,1.16,1347,674,1347
104,197642,chuba-akpom,41,1.85,2152,307,2152,15,1.93,563,188,282,24,1.46,1741,218,870,33,2.39,1913,239,383,43,1.93,2239,224,746
105,105521,ciro-immobile,29,1.21,1673,186,335,41,1.85,3517,135,703,47,2.02,3724,91,414,46,1.63,3694,194,308,44,1.98,3685,94,461
106,373170,cristian-pavon,11,2.18,883,221,442,30,2.1,2585,287,287,41,1.98,3558,395,187,41,1.66,2895,322,290,22,1.0,1980,198,660
107,141834,cristian-tello,35,1.74,2093,523,419,42,1.64,2416,604,302,33,1.64,1773,296,443,41,1.39,2413,483,268,30,0.83,993,331,993
112,319301,daniel-james,20,1.75,1606,803,402,19,2.58,1574,262,225,12,2.08,726,726,726,38,1.34,2815,563,282,46,1.76,3035,759,434
115,67063,danny-welbeck,16,1.31,818,164,409,22,2.09,1094,219,274,43,1.47,2325,233,1162,14,2.57,604,121,604,20,0.8,997,332,997
116,92693,dario-benedetto,43,1.88,2193,169,313,25,2.0,1857,88,619,15,2.33,1066,82,178,26,2.0,1732,346,866,28,2.0,2227,202,1114
117,211251,darwin-machis,40,1.43,3373,337,562,29,0.59,1221,407,407,33,1.64,2715,194,452,29,1.31,1798,200,899,42,1.62,2516,359,280
122,178459,davie-selke,32,1.81,1997,200,666,21,1.67,436,109,436,31,1.19,2214,158,554,32,1.25,1850,463,206,34,1.21,1615,808,808
124,292417,demarai-gray,42,1.62,2484,2484,621,43,1.28,1848,616,308,44,1.45,2375,594,594,39,1.46,2271,568,2271,29,1.9,1060,353,212
125,236045,denis-bouanga,23,1.61,1790,298,597,37,1.14,2957,185,493,39,1.59,2912,224,728,38,1.42,2767,346,922,36,1.28,2681,223,536
128,83877,diego-farias,37,2.0,2577,184,198,20,1.15,1163,166,582,30,1.23,1810,1810,302,35,1.2,2051,293,410,19,0.89,837,419,418
129,340950,diogo-jota,35,1.51,3029,216,303,38,2.13,2056,228,294,46,2.09,3672,204,612,37,1.59,2630,263,376,48,1.69,3060,191,510
130,148368,divock-origi,34,1.56,1688,169,563,43,1.86,2081,189,520,37,1.08,2375,339,792,22,2.23,763,95,382,42,2.36,1426,238,356
131,197170,djaniny,36,1.42,2599,186,520,33,1.48,2201,275,550,42,1.38,3221,161,805,31,2.0,2321,97,290,25,1.84,2008,251,1004
133,177843,domenico-berardi,32,1.72,2451,306,306,25,1.48,2042,204,186,33,1.24,2424,485,1212,37,1.14,3058,306,764,32,1.53,2591,185,259
134,306024,dominic-calvert-lewin,35,1.91,1587,198,1587,21,1.52,1134,227,567,44,1.23,2458,307,351,38,1.45,1974,247,658,41,1.34,2996,200,2996
136,75615,douglas-costa,43,2.44,3408,487,189,34,2.32,1925,275,214,47,2.32,2912,485,224,25,2.44,969,969,969,29,2.1,1084,361,155
137,114937,dudu,37,1.92,3048,610,305,33,1.73,2678,268,298,42,2.14,3448,383,192,46,2.0,3933,358,246,11,1.82,956,956,319
138,73794,duvan-zapata,27,1.11,1573,197,393,39,1.15,3244,295,649,32,1.31,2205,200,551,48,1.85,3654,131,457,33,2.09,2359,124,262
139,196522,dwight-gayle,20,1.25,1024,146,1024,34,1.88,2287,99,572,38,1.05,2173,362,543,41,1.83,2946,123,368,22,0.86,883,221,442
140,50202,eden-hazard,43,1.4,3079,513,385,43,2.37,3373,198,482,52,1.83,3804,224,293,52,1.98,3878,185,228,22,2.14,1545,1545,221
141,109217,edin-visca,41,1.68,3555,209,356,43,2.0,3698,370,284,43,2.05,3638,260,214,38,1.82,3370,241,241,47,1.79,4171,220,298
143,237846,edmilson-junior,35,1.46,2881,320,480,39,1.31,2728,390,455,39,1.82,3028,275,606,31,1.94,2591,370,648,23,2.22,1907,272,318
147,111078,emil-forsberg,33,1.94,2671,334,382,31,1.94,2427,303,110,33,1.39,2219,444,555,29,2.07,1753,250,195,32,1.81,1751,175,438
149,282544,emiliano-rigoni,20,1.7,1533,307,256,33,1.82,2607,237,869,28,1.64,1858,310,372,24,1.71,1291,215,430,23,1.52,1049,350,524
151,208848,emre-kilinc,36,1.19,2852,570,570,36,1.72,2941,368,210,36,1.44,2843,1422,406,32,1.16,2639,377,377,31,1.9,2565,285,366
152,251106,enes-unal,28,1.57,1439,131,720,33,1.36,2806,148,702,38,1.13,2249,375,562,34,1.0,2174,362,725,37,1.24,2502,313,1251
153,291110,enzo-crivelli,41,1.17,2189,365,438,24,1.21,2084,208,2084,31,1.19,1983,661,661,35,0.89,2426,404,2426,44,1.86,3457,247,691
154,111630,erik-lamela,44,1.84,3072,279,307,14,1.86,944,472,135,34,1.97,1380,345,197,33,1.94,1550,258,517,35,1.34,1659,415,276
155,159883,ernesto-torregrossa,18,1.83,1008,336,252,29,1.07,1449,290,483,30,1.27,2211,201,1106,31,1.87,2693,207,245,26,0.65,1971,282,493
156,296783,ezequiel-ponce,11,2.18,954,95,238,27,0.44,1304,652,1304,32,1.16,1408,469,1408,43,1.72,3195,152,799,34,1.32,2270,206,2270
158,223029,fabio-martins,24,1.13,1092,1092,1092,36,1.33,2647,331,882,40,2.1,1708,244,342,16,2.44,533,533,533,36,1.78,3113,259,519
159,237125,famara-diedhiou,37,1.54,3128,142,782,36,1.17,2638,293,1319,36,1.39,2542,182,847,44,1.55,3447,265,862,44,1.25,3160,226,3160
160,197300,federico-bernardeschi,41,1.59,2834,472,567,42,1.64,2851,204,570,31,2.29,1104,221,184,39,2.23,2206,735,368,38,2.05,1971,986,657
162,341092,federico-chiesa,29,1.97,2396,300,799,36,1.61,2166,433,542,38,1.5,3202,534,457,41,1.15,3383,282,677,37,1.49,2820,256,313
163,38607,federico-di-francesco,38,1.13,2877,360,575,27,1.19,1306,261,326,25,0.84,1688,1688,563,21,1.38,1181,591,394,21,0.67,1163,388,388
166,159372,felipe-anderson,47,1.43,2924,325,585,41,1.78,3244,649,270,32,1.59,1760,220,196,40,1.38,3197,320,639,27,0.93,1610,1610,322
168,70689,filippo-falco,22,1.27,939,235,939,36,1.58,2681,447,383,17,0.88,799,799,799,33,1.79,2389,341,239,31,1.06,2097,419,350
169,202278,flavien-tait,32,1.44,2640,660,377,16,1.63,634,317,158,34,1.06,2519,630,630,37,1.14,3071,614,341,26,1.58,1673,837,418
170,106270,florian-kainz,47,1.81,3928,357,187,15,1.53,332,166,111,34,1.26,1949,487,487,24,1.83,1774,887,253,29,1.03,1680,280,210
171,152963,florian-niederlechner,28,1.93,1267,158,634,36,1.42,2531,211,844,14,1.21,1049,525,524,26,0.88,1129,282,1129,34,1.06,2820,217,352
175,157160,frank-acheampong,38,1.74,2600,289,433,57,1.86,3898,390,780,26,1.19,2313,136,578,31,1.42,2688,299,224,18,0.56,1558,390,519
177,363205,gabriel-jesus,32,2.0,2660,156,665,11,2.45,741,106,148,42,2.5,2594,153,519,47,2.6,2253,107,376,53,2.19,3304,144,236
180,170895,garry-rodrigues,36,1.56,2708,387,451,40,1.7,2628,329,239,40,2.05,2767,277,252,31,1.32,2420,484,605,29,1.72,1949,487,325
181,257448,gelson-martins,42,2.36,1793,256,448,44,1.86,3642,520,280,52,2.13,4368,336,336,29,1.69,1919,384,480,23,1.26,1862,466,1862
184,129476,gerard-deulofeu,33,1.27,1835,459,141,31,1.26,2041,510,510,24,1.96,1330,443,443,33,1.3,2283,190,457,30,1.0,2142,536,428
185,177467,gerard-moreno,36,1.19,2157,308,719,38,1.47,3400,262,850,44,1.34,3884,204,1942,49,1.24,3086,237,1029,37,1.62,2916,146,486
189,225122,goncalo-guedes,36,2.22,2113,302,211,39,2.46,2283,326,285,40,2.05,2727,455,248,39,1.79,2471,309,618,25,0.88,1486,743,743
192,71608,gustavo-bou,14,1.43,870,145,290,23,1.74,1985,199,397,38,1.37,2912,291,364,42,1.79,2969,141,270,19,1.47,1420,284,1420
193,254230,gyasi-zardes,25,1.8,1948,278,244,24,1.04,1988,994,663,36,1.58,3248,162,1624,28,1.36,2478,191,1239,22,1.82,1803,139,451
194,268112,gyrano-kerk,36,1.17,3095,442,344,31,1.71,2271,206,324,41,1.46,3231,404,462,40,1.73,3166,352,264,30,1.77,2648,241,221
195,344888,habib-diallo,18,1.5,940,104,470,39,1.28,2251,281,563,35,1.66,2228,248,557,42,2.07,2894,111,413,27,1.04,2290,191,763
196,217111,hakim-ziyech,34,1.18,3042,179,254,46,2.13,3834,320,192,39,2.08,3523,391,196,49,2.31,4111,196,171,35,2.11,2686,336,128
198,132098,harry-kane,50,1.76,4027,144,2014,38,2.05,3154,90,451,48,2.0,3953,96,791,40,1.88,3342,139,557,34,1.68,3040,127,1520
200,150601,heber,34,1.88,2709,135,339,32,0.97,2472,247,1236,33,1.76,2243,132,280,45,1.98,3136,125,392,16,1.25,1060,265,353
201,292246,hee-chan-hwang,32,2.09,1853,168,265,35,2.29,2176,136,1088,37,2.22,1995,153,499,21,1.57,1331,666,666,40,2.2,2572,161,117
202,173900,helder-costa,28,1.93,1609,322,536,40,1.28,2953,246,268,39,1.97,1994,399,332,30,1.53,1559,780,780,46,1.89,3164,633,396
204,91845,heung-min-son,42,1.81,2001,250,400,47,2.09,2972,142,330,53,1.98,3379,188,307,48,1.94,3292,165,329,41,1.66,3174,176,264
205,316889,hirving-lozano,48,1.42,3974,331,397,37,1.78,2980,166,426,34,2.26,2767,146,252,40,2.05,3273,156,273,39,1.33,1778,356,889
206,59340,iago-falque,27,1.63,1501,500,750,35,1.46,2532,211,422,40,1.5,3079,220,342,28,1.71,1797,300,300,16,1.0,753,377,753
208,237164,ihlas-bebou,28,1.0,1646,549,412,34,1.24,2884,481,262,36,1.28,2683,383,1342,14,1.0,1249,250,416,35,1.57,2365,338,473
209,54235,iker-muniain,28,1.61,1364,682,1364,46,1.72,3150,450,630,20,1.3,1298,260,324,37,1.41,2543,363,509,37,1.54,2868,478,1434
210,255508,inaki-williams,37,1.68,2426,187,404,49,1.67,3621,453,402,52,1.27,3805,381,476,41,1.44,3179,212,636,45,1.53,3538,354,884
215,251664,ivan-toney,34,1.65,1814,259,363,43,1.23,3213,230,402,46,1.83,2472,177,618,55,1.49,3947,172,493,39,1.67,3309,127,473
216,203460,jack-grealish,27,0.89,1626,542,813,34,1.03,2095,419,419,34,1.76,2361,787,295,35,2.06,3031,505,379,41,1.1,3550,355,444
218,199527,jacob-murphy,43,1.3,2970,297,297,40,1.4,2724,303,340,28,0.89,1367,1367,1367,28,1.07,1411,706,470,44,1.09,2650,294,442
222,111082,javier-aquino,47,1.64,3910,559,391,44,1.82,3556,711,356,41,1.71,3455,576,691,45,1.8,3132,522,348,27,1.56,2006,401,2006
226,198358,jed-wallace,27,1.74,1983,992,330,34,1.62,2227,557,371,47,1.57,3863,552,483,48,1.08,3993,799,799,44,1.45,3802,380,317
227,216569,jeremie-boga,31,1.16,1209,403,1209,27,0.44,1481,741,1481,35,0.8,2238,1119,746,27,1.15,1474,491,1474,35,1.46,2608,237,652
229,125165,jesus-corona,39,1.67,2541,318,508,41,2.0,2219,370,247,41,2.46,2178,726,436,53,2.4,3673,525,245,51,2.24,4154,1039,198
230,185245,jhon-cordoba,22,1.41,1388,278,694,37,1.24,2824,353,565,22,0.41,1252,626,626,33,1.79,2012,96,671,31,1.06,2154,154,718
231,381724,joao-victor,30,1.43,2345,261,586,39,1.31,3540,169,506,20,1.85,1574,225,787,34,2.09,2821,141,235,41,1.37,2206,441,552
233,287167,joe-lolley,40,1.2,2507,627,836,22,1.68,982,982,982,26,1.19,1569,314,523,51,1.47,3749,312,341,44,1.61,3378,338,375
235,89231,johann-berg-gudmundsson,42,0.98,3416,569,263,24,1.04,1297,1297,432,38,1.26,3047,1524,381,36,1.11,2279,760,326,13,1.23,665,665,665
236,7161,jonas-hofmann,22,1.91,945,473,236,29,1.45,2030,1015,508,25,1.32,1076,1076,215,29,1.66,2079,347,260,29,2.0,1944,389,648
237,292818,jonathan-bamba,25,0.96,1762,1762,587,30,1.27,1772,295,886,37,1.49,2798,350,280,41,1.98,3280,234,820,37,1.51,2671,2671,297
241,108354,jordan-ayew,36,0.64,2695,385,2695,36,1.33,2482,621,355,44,1.07,3278,298,1093,25,1.6,1340,670,670,39,1.1,3269,363,1634
243,308552,jordan-larsson,33,1.03,2543,231,636,13,1.23,781,391,260,46,2.11,2155,196,539,16,1.63,1329,121,1329,32,1.53,2081,189,520
248,162569,josef-martinez,23,1.35,1028,257,343,35,1.83,2403,109,2403,39,2.08,3299,94,550,39,1.92,3472,105,1157,3,2.33,249,125,124
249,81999,joselu,27,1.52,1455,364,364,24,1.0,1184,197,1184,32,1.13,1695,424,1695,20,0.8,968,323,968,37,1.05,2876,261,959
250,199528,josh-murphy,48,0.88,3568,446,324,36,1.72,1690,169,188,47,1.32,3485,317,1162,30,0.87,1860,620,930,33,1.42,1925,241,642
251,91059,joshua-king,35,1.03,2241,320,560,36,1.17,2720,170,1360,34,1.18,2497,277,832,38,1.26,3037,253,759,27,1.04,2050,342,512
252,348791,junya-ito,41,1.56,3210,459,459,42,1.81,3310,552,414,41,1.2,3442,382,202,14,1.79,1020,340,510,38,1.34,2941,490,327
253,166240,jurgen-locadia,42,2.24,2904,242,207,17,2.35,1036,259,259,26,1.85,1885,171,236,34,1.03,1730,433,1730,32,0.84,2056,343,2056
254,61087,karim-bellarabi,49,1.73,3922,327,280,19,1.16,1349,337,225,29,1.48,1385,693,346,24,1.63,1428,159,238,39,1.82,2233,372,186
256,315110,karl-toko-ekambi,40,1.25,3034,276,3034,33,1.21,2537,317,507,39,1.03,3148,185,525,43,1.26,2752,153,393,35,1.46,2123,265,354
258,330126,karol-swiderski,36,1.39,1437,205,718,29,1.86,1013,338,506,34,1.53,1180,236,590,38,2.0,1846,123,615,41,1.93,2271,162,2271
259,283196,kasper-dolberg,22,2.5,1783,223,1783,48,2.08,3368,146,421,30,2.03,1740,193,870,39,2.26,1951,163,325,29,1.48,2362,197,787
260,132553,kaveh-rezaei,34,1.59,2557,320,426,40,1.9,3624,279,279,41,1.44,3277,205,546,17,1.53,793,198,793,26,2.15,1927,138,385
261,238752,keita-balde,39,1.46,2311,462,578,34,1.88,2075,130,415,33,1.79,2006,251,182,30,1.7,1089,218,544,26,1.58,1266,158,316
262,295330,kelechi-iheanacho,36,1.81,1318,94,188,29,1.83,899,128,300,30,1.2,1451,161,363,35,1.2,1237,619,309,26,1.5,1314,131,328
263,141350,kemar-roofe,49,1.86,4113,165,343,49,1.69,3049,762,436,39,1.36,2695,193,539,34,1.88,2518,168,1259,16,1.75,1434,205,478
264,119557,kenan-karaman,24,0.88,1833,458,611,34,2.0,1786,298,298,24,1.46,898,449,898,22,1.55,947,316,316,21,0.95,1432,239,1432
267,131951,kevin-lasagna,39,1.1,1640,328,410,47,1.49,3468,248,694,32,1.34,2317,166,579,37,1.08,2568,428,2568,39,1.23,2796,233,932
268,82009,kevin-volland,34,1.06,2821,353,282,31,0.97,2011,223,1006,35,1.71,3004,215,751,42,1.71,3375,225,211,40,1.7,3017,251,302
269,124902,khouma-babacar,24,1.67,1199,171,1199,31,1.65,1764,126,588,31,1.26,1335,191,334,31,1.23,1523,218,762,25,0.76,1426,475,475
270,243714,kingsley-coman,37,2.51,2478,413,206,25,2.2,1116,558,1116,33,2.45,1869,267,234,30,2.47,1928,193,275,38,2.39,2434,304,348
272,327757,krzysztof-piatek,36,1.75,2216,277,554,39,1.15,2619,218,873,38,1.37,3279,156,820,42,1.45,3410,114,3410,36,1.31,2371,237,1186
275,144028,leandro-trossard,31,1.03,2130,237,304,52,1.88,2800,311,467,19,1.42,1437,180,359,47,2.02,3769,171,343,31,0.97,2012,402,671
276,140436,lei-wu,42,1.76,3767,171,251,47,2.02,4004,154,364,41,2.17,3618,125,302,16,1.75,1065,355,532,49,0.96,2673,334,2673
277,221899,leo-baptistao,34,1.71,1720,287,860,22,1.45,1450,242,207,40,1.28,2877,320,959,51,1.27,3572,357,893,12,1.42,905,453,302
278,387626,leon-bailey,42,1.67,3083,440,280,45,1.58,2953,369,268,34,1.62,2521,210,420,39,1.62,2553,511,511,33,1.88,1465,209,488
281,133964,lorenzo-insigne,42,2.12,2856,220,286,49,2.1,3767,188,342,48,2.25,3865,276,297,41,1.85,3068,219,511,46,1.67,3513,270,439
282,313106,luan,33,1.42,2830,472,404,32,2.22,2730,182,455,30,1.77,2692,538,299,26,1.54,1652,413,275,28,1.43,1780,593,593
283,196095,luca-waldschmidt,14,0.86,298,298,298,21,1.43,884,147,295,23,1.3,882,882,441,32,1.06,1868,208,623,24,1.63,1386,173,462
284,193782,lucas-alario,24,1.46,1744,159,872,35,2.0,2767,184,553,27,1.78,1761,176,294,36,1.78,1828,131,609,36,1.64,1911,159,637
288,234787,lucas-joao,48,1.56,2354,294,588,25,1.36,1197,299,299,34,0.94,1881,209,470,32,1.41,1620,162,810,20,1.45,1199,171,300
289,77100,lucas-moura,56,2.5,3169,244,634,53,2.36,3478,183,386,17,2.0,536,268,107,49,1.71,3172,211,1586,47,1.4,3138,448,628
290,189441,lucas-ocampos,25,1.44,1328,332,1328,29,1.21,1518,506,759,53,2.0,3668,229,917,40,1.38,3217,643,402,44,2.0,3574,210,715
291,221316,lucas-vazquez,33,2.67,1647,412,165,50,2.46,2279,570,163,53,2.19,2812,352,176,47,1.85,2654,531,664,23,2.0,1029,343,514
292,214316,luciano-vietto,28,1.93,1455,485,291,31,1.68,1890,189,315,29,1.76,1424,285,1424,22,0.55,1161,1161,290,35,1.8,2504,313,501
293,283994,ludovic-ajorque,32,1.28,2180,242,2180,30,1.2,1911,319,478,39,1.74,3163,226,1054,29,1.45,1871,170,936,35,1.51,2669,243,534
295,119228,luis-muriel,35,1.09,1919,274,384,33,1.39,2415,186,402,46,1.43,2411,268,804,42,1.45,2560,197,427,41,1.78,1551,82,1551
296,227404,luis-quinones,22,1.68,1260,315,315,27,1.81,1132,377,566,34,1.82,2479,310,1240,50,1.7,3620,724,259,24,1.71,1645,823,274
299,72522,luuk-de-jong,44,2.34,3849,120,321,39,1.92,3388,376,376,33,2.33,2493,192,208,43,2.12,3891,122,389,46,2.04,2703,270,676
301,323704,malcom,13,1.0,571,286,571,45,1.69,3275,364,468,38,1.5,3124,260,390,24,1.54,1067,267,534,15,2.47,1125,281,375
305,106987,marcel-sabitzer,34,1.97,2916,365,583,33,1.94,2718,302,680,34,1.65,2617,523,291,43,2.12,3287,657,548,44,1.98,3558,222,323
306,296622,marco-asensio,37,1.16,3047,762,203,38,2.45,1919,192,480,53,2.08,2864,260,477,44,1.75,2370,395,263,10,2.5,363,121,363
308,258923,marcus-rashford,31,1.9,2101,175,1050,53,1.89,3068,279,438,52,2.15,2676,206,268,47,1.72,3291,253,366,44,1.84,3473,158,316
312,112935,mark-uth,25,1.04,1398,175,1398,24,1.54,1277,142,255,38,1.5,2568,151,285,29,1.21,2113,528,704,25,1.32,1666,333,208
315,189418,martin-benitez,18,1.56,899,300,899,36,1.78,1841,921,368,31,1.61,1989,249,663,32,1.53,2003,501,501,32,1.47,2237,1119,1118
316,95732,martin-braithwaite,41,1.15,3196,228,1598,36,1.03,3188,266,1063,35,1.43,2435,244,487,40,1.43,2833,354,405,38,1.26,2533,281,2533
318,101500,matej-vydra,37,1.05,2523,280,841,38,1.5,1977,395,1977,44,1.7,2878,131,720,17,0.65,559,280,280,22,1.23,943,472,472
